,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
113,-2,5600,PEARLS,10000,6,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10002.0,20.0
115,-2,5700,PEARLS,9995,29,,,,,10002,1,10005.0,29.0,,,9998.5,20.0
116,-2,5800,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,20.0
118,-2,5900,PEARLS,9998,2,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,20.0
121,-2,6000,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,20.0
123,-2,6100,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,20.0
124,-2,6200,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,20.0
126,-2,6300,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,20.0
129,-2,6400,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,20.0
131,-2,6500,PEARLS,10000,5,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10002.0,20.0
132,-2,6600,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,20.0
134,-2,6700,PEARLS,9998,3,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,20.0
137,-2,6800,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,16.0
138,-2,6900,PEARLS,9995,28,,,,,10002,1,10005.0,28.0,,,9998.5,16.0
140,-2,7000,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,16.0
142,-2,7100,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,16.0
144,-2,7200,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,16.0
146,-2,7300,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,16.0
148,-2,7400,PEARLS,9995,28,,,,,10002,3,10005.0,28.0,,,9998.5,16.0
150,-2,7500,PEARLS,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,18.0
153,-2,7600,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,20.0
155,-2,7700,PEARLS,9996,1,9995.0,25.0,,,10002,1,10004.0,1.0,10005.0,25.0,9999.0,20.0
157,-2,7800,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,20.0
159,-2,7900,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,20.0
161,-2,8000,PEARLS,9998,9,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0,20.0
163,-2,8100,PEARLS,9998,9,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10001.0,20.0
165,-2,8200,PEARLS,9995,30,,,,,10002,10,10005.0,30.0,,,9998.5,20.0
167,-2,8300,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,20.0
169,-2,8400,PEARLS,9998,6,9995.0,25.0,,,10005,25,,,,,10001.5,20.0
171,-2,8500,PEARLS,9996,1,9995.0,23.0,,,9998,6,10004.0,1.0,10005.0,23.0,9997.0,20.0
173,-2,8600,PEARLS,9996,1,9995.0,27.0,,,10002,10,10004.0,1.0,10005.0,27.0,9999.0,20.0
175,-2,8700,PEARLS,9996,2,9995.0,22.0,,,10002,5,10004.0,2.0,10005.0,22.0,9999.0,22.0
177,-2,8800,PEARLS,10002,1,9998.0,1.0,9995.0,20.0,10005,20,,,,,10003.5,26.0
179,-2,8900,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,28.0
181,-2,9000,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,28.0
182,-2,9100,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,28.0
184,-2,9200,PEARLS,9995,28,,,,,10002,2,10005.0,28.0,,,9998.5,28.0
186,-2,9300,PEARLS,10000,5,9998.0,9.0,9996.0,2.0,10004,2,10005.0,26.0,,,10002.0,28.0
188,-2,9400,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,28.0
190,-2,9500,PEARLS,9996,2,9995.0,23.0,,,10002,6,10004.0,2.0,10005.0,23.0,9999.0,28.0
192,-2,9600,PEARLS,10000,3,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10002.0,28.0
194,-2,9700,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,28.0
197,-2,9800,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,28.0
198,-2,9900,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,28.0
201,-2,10000,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,28.0
202,-2,10100,PEARLS,10000,5,9995.0,25.0,,,10005,25,,,,,10002.5,26.0
205,-2,10200,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,26.0
206,-2,10300,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,22.0
209,-2,10400,PEARLS,9996,1,9995.0,22.0,,,10002,3,10004.0,1.0,10005.0,22.0,9999.0,22.0
210,-2,10500,PEARLS,9995,20,,,,,10005,20,,,,,10000.0,22.0
213,-2,10600,PEARLS,9996,1,9995.0,29.0,,,10002,8,10004.0,1.0,10005.0,29.0,9999.0,22.0
214,-2,10700,PEARLS,9995,29,,,,,10005,29,,,,,10000.0,22.0
217,-2,10800,PEARLS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,22.0
218,-2,10900,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,22.0
221,-2,11000,PEARLS,9995,27,,,,,10005,27,,,,,10000.0,22.0
222,-2,11100,PEARLS,9995,29,,,,,10005,29,,,,,10000.0,22.0
225,-2,11200,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,32.0
226,-2,11300,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,32.0
228,-2,11400,PEARLS,9995,30,,,,,10005,30,,,,,10000.0,32.0
230,-2,11500,PEARLS,10002,2,9998.0,4.0,9995.0,24.0,10005,24,,,,,10003.5,32.0
232,-2,11600,PEARLS,9995,30,,,,,10002,9,10005.0,30.0,,,9998.5,32.0
234,-2,11700,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,32.0
236,-2,11800,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,32.0
238,-2,11900,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,32.0
240,-2,12000,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,32.0
243,-2,12100,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,32.0
245,-2,12200,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,32.0
247,-2,12300,PEARLS,9998,6,9995.0,28.0,,,10005,28,,,,,10001.5,32.0
249,-2,12400,PEARLS,9995,25,,,,,10005,25,,,,,10000.0,32.0
251,-2,12500,PEARLS,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0,32.0
253,-2,12600,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,32.0
255,-2,12700,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,32.0
257,-2,12800,PEARLS,9995,20,,,,,9998,1,10002.0,10.0,10005.0,20.0,9996.5,32.0
259,-2,12900,PEARLS,9995,20,,,,,9998,1,10002.0,8.0,10005.0,20.0,9996.5,32.0
261,-2,13000,PEARLS,9996,1,9995.0,30.0,,,9998,1,10004.0,1.0,10005.0,30.0,9997.0,32.0
263,-2,13100,PEARLS,10000,6,9998.0,10.0,9996.0,1.0,10004,1,10005.0,21.0,,,10002.0,30.0
265,-2,13200,PEARLS,9996,1,9995.0,22.0,,,10002,2,10004.0,1.0,10005.0,22.0,9999.0,30.0
267,-2,13300,PEARLS,9996,2,9995.0,27.0,,,10002,6,10004.0,2.0,10005.0,27.0,9999.0,30.0
269,-2,13400,PEARLS,9998,4,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,30.0
271,-2,13500,PEARLS,9998,5,9995.0,27.0,,,10005,27,,,,,10001.5,30.0
272,-2,13600,PEARLS,10000,2,9995.0,24.0,,,10005,24,,,,,10002.5,28.0
274,-2,13700,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,28.0
276,-2,13800,PEARLS,9995,22,,,,,10005,22,,,,,10000.0,28.0
278,-2,13900,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,28.0
280,-2,14000,PEARLS,9995,25,,,,,10005,25,,,,,10000.0,20.0
282,-2,14100,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,55.0
284,-2,14200,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,55.0
287,-2,14300,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,55.0
288,-2,14400,PEARLS,9995,20,,,,,10002,10,10005.0,20.0,,,9998.5,55.0
290,-2,14500,PEARLS,9996,1,9995.0,30.0,,,10002,3,10004.0,1.0,10005.0,30.0,9999.0,55.0
293,-2,14600,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,55.0
295,-2,14700,PEARLS,9995,20,,,,,10005,20,,,,,10000.0,55.0
296,-2,14800,PEARLS,9996,2,9995.0,28.0,,,10002,7,10004.0,2.0,10005.0,28.0,9999.0,55.0
298,-2,14900,PEARLS,9995,29,,,,,10005,29,,,,,10000.0,55.0
301,-2,15000,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,55.0
303,-2,15100,PEARLS,9995,29,,,,,10005,29,,,,,10000.0,55.0
304,-2,15200,PEARLS,9998,4,9995.0,28.0,,,10005,28,,,,,10001.5,75.0
306,-2,15300,PEARLS,9998,8,9995.0,26.0,,,10005,26,,,,,10001.5,75.0
309,-2,15400,PEARLS,9995,22,,,,,10002,3,10005.0,22.0,,,9998.5,85.0
311,-2,15500,PEARLS,9996,1,9995.0,24.0,,,10002,9,10004.0,1.0,10005.0,24.0,9999.0,85.0
312,-2,15600,PEARLS,9998,8,9995.0,25.0,,,10005,25,,,,,10001.5,85.0
314,-2,15700,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,85.0
316,-2,15800,PEARLS,9996,1,9995.0,20.0,,,10002,2,10004.0,1.0,10005.0,20.0,9999.0,85.0
318,-2,15900,PEARLS,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,85.0
320,-2,16000,PEARLS,9998,4,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,85.0
322,-2,16100,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,85.0
324,-2,16200,PEARLS,10000,4,9996.0,1.0,9995.0,29.0,10002,10,10004.0,1.0,10005.0,29.0,10001.0,85.0
326,-2,16300,PEARLS,9995,30,,,,,10002,9,10005.0,30.0,,,9998.5,85.0
328,-2,16400,PEARLS,9996,2,9995.0,27.0,,,10000,6,10004.0,2.0,10005.0,27.0,9998.0,85.0
331,-2,16500,PEARLS,9996,1,9995.0,26.0,,,10002,9,10004.0,1.0,10005.0,26.0,9999.0,85.0
333,-2,16600,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,85.0
335,-2,16700,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,85.0
337,-2,16800,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,85.0
339,-2,16900,PEARLS,9998,3,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,85.0
341,-2,17000,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,85.0
343,-2,17100,PEARLS,9995,25,,,,,10005,25,,,,,10000.0,85.0
345,-2,17200,PEARLS,9995,30,,,,,10005,30,,,,,10000.0,85.0
347,-2,17300,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,87.0
349,-2,17400,PEARLS,9998,6,9995.0,26.0,,,10005,26,,,,,10001.5,87.0
351,-2,17500,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,87.0
353,-2,17600,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,87.0
355,-2,17700,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,87.0
357,-2,17800,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,87.0
359,-2,17900,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,87.0
360,-2,18000,PEARLS,10000,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10002.0,87.0
362,-2,18100,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,87.0
364,-2,18200,PEARLS,9998,2,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,85.0
366,-2,18300,PEARLS,9998,8,9995.0,27.0,,,10005,27,,,,,10001.5,83.0
368,-2,18400,PEARLS,9996,1,9995.0,20.0,,,10002,6,10004.0,1.0,10005.0,20.0,9999.0,93.0
370,-2,18500,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,93.0
372,-2,18600,PEARLS,9996,1,9995.0,30.0,,,10002,10,10004.0,1.0,10005.0,30.0,9999.0,118.0
374,-2,18700,PEARLS,10000,3,9996.0,2.0,9995.0,30.0,10002,8,10004.0,2.0,10005.0,30.0,10001.0,118.0
377,-2,18800,PEARLS,9996,2,9995.0,24.0,,,10002,6,10004.0,2.0,10005.0,24.0,9999.0,118.0
378,-2,18900,PEARLS,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,118.0
381,-2,19000,PEARLS,9996,1,9995.0,23.0,,,10002,9,10004.0,1.0,10005.0,23.0,9999.0,118.0
382,-2,19100,PEARLS,9996,1,9995.0,23.0,,,10002,8,10004.0,1.0,10005.0,23.0,9999.0,118.0
385,-2,19200,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,118.0
386,-2,19300,PEARLS,10002,2,9998.0,4.0,9996.0,2.0,10004,2,10005.0,29.0,,,10003.0,118.0
389,-2,19400,PEARLS,10002,1,9998.0,2.0,9996.0,1.0,10004,1,10005.0,22.0,,,10003.0,118.0
390,-2,19500,PEARLS,10002,1,9998.0,5.0,9996.0,2.0,10004,2,10005.0,29.0,,,10003.0,118.0
393,-2,19600,PEARLS,10002,1,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10003.0,120.0
394,-2,19700,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,122.0
397,-2,19800,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,122.0
398,-2,19900,PEARLS,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,122.0
401,-2,20000,PEARLS,9995,28,,,,,10005,28,,,,,10000.0,124.0
402,-2,20100,PEARLS,10002,1,9995.0,30.0,,,10005,30,,,,,10003.5,124.0
404,-2,20200,PEARLS,10002,1,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10003.0,124.0
406,-2,20300,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,126.0
408,-2,20400,PEARLS,9995,25,,,,,10005,25,,,,,10000.0,126.0
410,-2,20500,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,126.0
412,-2,20600,PEARLS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5,126.0
414,-2,20700,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,79.0
416,-2,20800,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,79.0
419,-2,20900,PEARLS,9996,2,9995.0,28.0,,,9998,1,10004.0,2.0,10005.0,28.0,9997.0,79.0
421,-2,21000,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,77.0
423,-2,21100,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,77.0
425,-2,21200,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,77.0
427,-2,21300,PEARLS,9996,2,9995.0,27.0,,,10002,5,10004.0,2.0,10005.0,27.0,9999.0,77.0
429,-2,21400,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,79.0
431,-2,21500,PEARLS,9996,1,9995.0,25.0,,,10002,5,10004.0,1.0,10005.0,25.0,9999.0,79.0
433,-2,21600,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,79.0
435,-2,21700,PEARLS,9995,22,,,,,10005,22,,,,,10000.0,79.0
437,-2,21800,PEARLS,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0,79.0
439,-2,21900,PEARLS,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5,79.0
441,-2,22000,PEARLS,9998,1,9995.0,24.0,,,10005,24,,,,,10001.5,79.0
443,-2,22100,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,79.0
445,-2,22200,PEARLS,9996,2,9995.0,25.0,,,10002,1,10004.0,2.0,10005.0,25.0,9999.0,79.0
447,-2,22300,PEARLS,9995,27,,,,,10005,27,,,,,10000.0,79.0
448,-2,22400,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,79.0
450,-2,22500,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,79.0
452,-2,22600,PEARLS,9995,22,,,,,10005,22,,,,,10000.0,79.0
454,-2,22700,PEARLS,9995,27,,,,,9998,1,10005.0,27.0,,,9996.5,79.0
456,-2,22800,PEARLS,10002,1,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10003.0,77.0
458,-2,22900,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,77.0
460,-2,23000,PEARLS,10002,4,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,69.0
462,-2,23100,PEARLS,9996,1,9995.0,21.0,,,9998,1,10004.0,1.0,10005.0,21.0,9997.0,69.0
465,-2,23200,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,69.0
467,-2,23300,PEARLS,10000,2,9996.0,2.0,9995.0,20.0,10002,4,10004.0,2.0,10005.0,20.0,10001.0,65.0
468,-2,23400,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,65.0
470,-2,23500,PEARLS,9995,22,,,,,10005,22,,,,,10000.0,65.0
473,-2,23600,PEARLS,9996,1,9995.0,22.0,,,10002,3,10004.0,1.0,10005.0,22.0,9999.0,65.0
475,-2,23700,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,65.0
476,-2,23800,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,65.0
478,-2,23900,PEARLS,9995,23,,,,,9998,3,10005.0,23.0,,,9996.5,65.0
481,-2,24000,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,19.0
483,-2,24100,PEARLS,9996,2,9995.0,29.0,,,10002,7,10004.0,2.0,10005.0,29.0,9999.0,19.0
484,-2,24200,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,19.0
486,-2,24300,PEARLS,10002,1,9995.0,29.0,,,10005,29,,,,,10003.5,19.0
489,-2,24400,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,21.0
491,-2,24500,PEARLS,9998,8,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,21.0
492,-2,24600,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,21.0
494,-2,24700,PEARLS,9995,27,,,,,10005,27,,,,,10000.0,5.0
496,-2,24800,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,5.0
498,-2,24900,PEARLS,9996,2,9995.0,26.0,,,10002,9,10004.0,2.0,10005.0,26.0,9999.0,5.0
500,-2,25000,PEARLS,9998,8,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,5.0
502,-2,25100,PEARLS,10002,1,9995.0,24.0,,,10005,24,,,,,10003.5,5.0
504,-2,25200,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,7.0
506,-2,25300,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,7.0
509,-2,25400,PEARLS,9995,22,,,,,10005,22,,,,,10000.0,7.0
511,-2,25500,PEARLS,9996,2,9995.0,29.0,,,10002,1,10004.0,2.0,10005.0,29.0,9999.0,7.0
