day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-2,3400,BANANAS,4997,23,,,,,5003,1,5004,22,,,5000,-38.1796875
-2,3400,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,-20
-2,3500,BANANAS,5003,1,4997,31,,,5004,31,,,,,5003.5,-44.59375
-2,3500,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,-20
-2,3600,BANANAS,4998,3,4997,26,,,5004,26,,,,,5001,-51.1796875
-2,3600,PEARLS,9998,3,9995,26,,,10005,26,,,,,10001.5,-20
-2,3700,BANANAS,4997,27,,,,,5004,27,,,,,5000.5,-46.0390625
-2,3700,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,10
-2,3800,BANANAS,4996,27,,,,,5001,7,5003,27,,,4998.5,-29.609375
-2,3800,PEARLS,9995,27,,,,,10002,7,10005,27,,,9998.5,10
-2,3900,BANANAS,5002,1,4997,1,4996,25,5003,26,,,,,5002.5,-31.2578125
-2,3900,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,10
-2,4000,BANANAS,4998,3,4997,27,,,5004,27,,,,,5001,-30.328125
-2,4000,PEARLS,9998,2,9995,27,,,10005,27,,,,,10001.5,8
-2,4100,BANANAS,4997,8,4996,28,,,5003,28,,,,,5000,-17.59375
-2,4100,PEARLS,9998,8,9995,28,,,10005,28,,,,,10001.5,8
-2,4200,BANANAS,4997,5,4996,25,,,5002,2,5003,23,,,4999.5,-13.75
-2,4200,PEARLS,9998,6,9996,2,9995,23,10004,2,10005,23,,,10001,8
-2,4300,BANANAS,4996,26,,,,,5003,26,,,,,4999.5,-12.953125
-2,4300,PEARLS,9995,26,,,,,10005,26,,,,,10000,20
-2,4400,BANANAS,4996,9,4995,28,,,5002,29,,,,,4999,-2.765625
-2,4400,PEARLS,9998,8,9996,1,9995,28,10004,1,10005,28,,,10001,20
-2,4500,BANANAS,4996,2,4995,29,,,5002,30,,,,,4999,-1.6875
-2,4500,PEARLS,9998,1,9996,1,9995,29,10004,1,10005,29,,,10001,20
-2,4600,BANANAS,4996,2,4995,29,,,5002,31,,,,,4999,-2.6875
-2,4600,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,20
-2,4700,PEARLS,9996,1,9995,29,,,10002,3,10004,1,10005,29,9999,20
-2,4700,BANANAS,4996,1,4995,29,,,5000,3,5002,30,,,4998,-3.0625
-2,4800,PEARLS,9996,2,9995,24,,,10002,6,10004,2,10005,24,9999,20
-2,4800,BANANAS,4995,26,,,,,5000,6,5002,26,,,4997.5,2.40625
-2,4900,PEARLS,10002,1,9996,2,9995,22,10004,2,10005,22,,,10003,20
-2,4900,BANANAS,4996,2,4995,22,,,5002,24,,,,,4999,-3.953125
-2,5000,PEARLS,9996,1,9995,20,,,10002,1,10004,1,10005,20,9999,20
-2,5000,BANANAS,4996,21,,,,,5001,1,5002,1,5003,20,4998.5,-13.515625
-2,5100,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,20
-2,5100,BANANAS,4999,2,4996,31,,,5003,31,,,,,5001,-16.9375
-2,5200,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,20
-2,5200,BANANAS,4996,27,,,,,5002,2,5003,25,,,4999,-8.125
-2,5300,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,20
-2,5300,BANANAS,4996,23,,,,,5003,23,,,,,4999.5,-15.984375
-2,5400,PEARLS,9996,1,9995,29,,,10004,1,10005,29,,,10000,20
-2,5400,BANANAS,4996,30,,,,,5002,1,5003,29,,,4999,-10.5625
-2,5500,PEARLS,9998,7,9996,2,9995,28,10004,2,10005,28,,,10001,20
-2,5500,BANANAS,4997,7,4996,30,,,5003,30,,,,,5000,-19.984375
-2,5600,BANANAS,4996,32,,,,,5002,2,5003,30,,,4999,-8.4375
-2,5600,PEARLS,10000,6,9996,2,9995,30,10004,2,10005,30,,,10002,20
-2,5700,BANANAS,4996,29,,,,,5001,1,5003,29,,,4998.5,-18.265625
-2,5700,PEARLS,9995,29,,,,,10002,1,10005,29,,,9998.5,20
-2,5800,PEARLS,9996,2,9995,26,,,10004,2,10005,26,,,10000,20
-2,5800,BANANAS,4996,28,,,,,5003,28,,,,,4999.5,-18.015625
-2,5900,PEARLS,9998,2,9996,1,9995,28,10004,1,10005,28,,,10001,20
-2,5900,BANANAS,4996,3,4995,28,,,5002,29,,,,,4999,-4.5625
-2,6000,BANANAS,4996,2,4995,21,,,5002,23,,,,,4999,-1.171875
-2,6000,PEARLS,9996,2,9995,21,,,10004,2,10005,21,,,10000,20
-2,6100,BANANAS,4996,1,4995,26,,,5002,27,,,,,4999,-1.71875
-2,6100,PEARLS,9996,1,9995,26,,,10004,1,10005,26,,,10000,20
-2,6200,PEARLS,9996,2,9995,23,,,10004,2,10005,23,,,10000,20
-2,6200,BANANAS,4996,2,4995,23,,,5002,25,,,,,4999,-4.640625
-2,6300,PEARLS,9995,26,,,,,10005,26,,,,,10000,20
-2,6300,BANANAS,4995,26,,,,,5002,26,,,,,4998.5,5.953125
-2,6400,BANANAS,4995,25,,,,,5002,26,,,,,4998.5,14.796875
-2,6400,PEARLS,9995,26,,,,,10005,26,,,,,10000,20
-2,6500,BANANAS,4995,22,,,,,5001,1,5002,21,,,4998,12.578125
-2,6500,PEARLS,10000,5,9996,1,9995,21,10004,1,10005,21,,,10002,20
-2,6600,PEARLS,9996,2,9995,23,,,10004,2,10005,23,,,10000,20
-2,6600,BANANAS,4995,1,4994,23,,,5001,25,,,,,4998,14.84375
-2,6700,PEARLS,9998,3,9996,1,9995,27,10004,1,10005,27,,,10001,20
-2,6700,BANANAS,4996,3,4995,28,,,5001,1,5002,27,,,4998.5,12.140625
-2,6800,BANANAS,4995,24,,,,,5002,24,,,,,4998.5,-1.328125
-2,6800,PEARLS,9996,1,9995,23,,,10004,1,10005,23,,,10000,16
-2,6900,PEARLS,9995,28,,,,,10002,1,10005,28,,,9998.5,16
-2,6900,BANANAS,4999,1,4994,28,,,5001,28,,,,,5000,20.34375
-2,7000,PEARLS,9995,24,,,,,10005,24,,,,,10000,16
-2,7000,BANANAS,4994,24,,,,,5001,24,,,,,4997.5,18.3125
-2,7100,PEARLS,9995,26,,,,,10005,26,,,,,10000,16
-2,7100,BANANAS,4995,26,,,,,5002,26,,,,,4998.5,2.25
-2,7200,PEARLS,9996,1,9995,26,,,10004,1,10005,26,,,10000,16
-2,7200,BANANAS,4995,27,,,,,5001,1,5002,26,,,4998,6.1875
-2,7300,PEARLS,9996,1,9995,27,,,10004,1,10005,27,,,10000,16
-2,7300,BANANAS,4994,27,,,,,5001,28,,,,,4997.5,14.015625
-2,7400,PEARLS,9995,28,,,,,10002,3,10005,28,,,9998.5,16
-2,7400,BANANAS,4995,28,,,,,5000,3,5002,28,,,4997.5,1.703125
-2,7500,PEARLS,10002,1,9996,1,9995,25,10004,1,10005,25,,,10003,18
-2,7500,BANANAS,4995,26,,,,,5002,26,,,,,4998.5,-0.046875
-2,7600,BANANAS,4995,30,,,,,5002,30,,,,,4998.5,-12.875
-2,7600,PEARLS,9996,2,9995,28,,,10004,2,10005,28,,,10000,20
-2,7700,BANANAS,4995,26,,,,,4996,8,5000,1,5002,26,4995.5,-7.890625
-2,7700,PEARLS,9996,1,9995,25,,,10002,1,10004,1,10005,25,9999,20
-2,7800,BANANAS,4995,1,4994,21,,,5001,22,,,,,4998,13.390625
-2,7800,PEARLS,9996,1,9995,21,,,10004,1,10005,21,,,10000,20
-2,7900,BANANAS,4995,1,4994,29,,,5001,30,,,,,4998,15
-2,7900,PEARLS,9996,1,9995,29,,,10004,1,10005,29,,,10000,20
-2,8000,BANANAS,4995,9,4994,24,,,5001,24,,,,,4998,21.40625
-2,8000,PEARLS,9998,9,9996,1,9995,23,10004,1,10005,23,,,10001,20
-2,8100,BANANAS,4995,10,4994,20,,,5001,21,,,,,4998,10.3125
-2,8100,PEARLS,9998,9,9996,1,9995,20,10004,1,10005,20,,,10001,20
-2,8200,BANANAS,4995,30,,,,,5000,9,5002,30,,,4997.5,9.53125
-2,8200,PEARLS,9995,30,,,,,10002,10,10005,30,,,9998.5,20
-2,8300,BANANAS,4994,29,,,,,5001,29,,,,,4997.5,33.59375
-2,8300,PEARLS,9996,2,9995,27,,,10004,2,10005,27,,,10000,20
-2,8400,BANANAS,4994,6,4993,25,,,4995,3,5000,25,,,4994.5,51.234375
-2,8400,PEARLS,9998,6,9995,25,,,10005,25,,,,,10001.5,20
-2,8500,BANANAS,4994,24,,,,,5001,24,,,,,4997.5,38.25
-2,8500,PEARLS,9996,1,9995,23,,,9998,6,10004,1,10005,23,9997,20
-2,8600,BANANAS,4994,28,,,,,4999,10,5001,28,,,4996.5,28.25
-2,8600,PEARLS,9996,1,9995,27,,,10002,10,10004,1,10005,27,9999,20
-2,8700,BANANAS,4994,24,,,,,4999,5,5001,24,,,4996.5,39.4375
-2,8700,PEARLS,9996,2,9995,22,,,10002,5,10004,2,10005,22,9999,22
-2,8800,BANANAS,4999,1,4995,1,4994,20,5001,20,,,,,5000,42.9375
-2,8800,PEARLS,10002,1,9998,1,9995,20,10005,20,,,,,10003.5,26
-2,8900,BANANAS,4994,27,,,,,5001,27,,,,,4997.5,37.421875
-2,8900,PEARLS,9996,1,9995,26,,,10004,1,10005,26,,,10000,28
-2,9000,BANANAS,4994,31,,,,,5001,31,,,,,4997.5,29.8125
-2,9000,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,28
-2,9100,PEARLS,9995,24,,,,,10005,24,,,,,10000,28
-2,9100,BANANAS,4994,24,,,,,5001,24,,,,,4997.5,15.515625
-2,9200,PEARLS,9995,28,,,,,10002,2,10005,28,,,9998.5,28
-2,9200,BANANAS,4995,28,,,,,5000,2,5002,28,,,4997.5,11.375
-2,9300,PEARLS,10000,5,9998,9,9996,2,10004,2,10005,26,,,10002,28
-2,9300,BANANAS,4996,9,4995,28,,,5001,2,5002,26,,,4998.5,12.953125
-2,9400,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,28
-2,9400,BANANAS,4995,2,4994,25,,,5001,27,,,,,4998,17.21875
-2,9500,PEARLS,9996,2,9995,23,,,10002,6,10004,2,10005,23,9999,28
-2,9500,BANANAS,4995,25,,,,,5000,6,5002,25,,,4997.5,0
-2,9600,PEARLS,10000,3,9996,2,9995,29,10004,2,10005,29,,,10002,28
-2,9600,BANANAS,4994,31,,,,,5001,31,,,,,4997.5,36.796875
-2,9700,PEARLS,9996,2,9995,28,,,10004,2,10005,28,,,10000,28
-2,9700,BANANAS,4994,30,,,,,5001,30,,,,,4997.5,39.078125
-2,9800,BANANAS,4994,25,,,,,5001,25,,,,,4997.5,38.578125
-2,9800,PEARLS,9996,2,9995,23,,,10004,2,10005,23,,,10000,28
-2,9900,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,28
-2,9900,BANANAS,4994,2,4993,25,,,5000,27,,,,,4997,61.890625
-2,10000,BANANAS,4994,1,4993,30,,,5000,31,,,,,4997,56.484375
-2,10000,PEARLS,9996,1,9995,30,,,10004,1,10005,30,,,10000,28
-2,10100,PEARLS,10000,5,9995,25,,,10005,25,,,,,10002.5,26
-2,10100,BANANAS,4993,25,,,,,5000,25,,,,,4996.5,67.15625
-2,10200,BANANAS,4994,30,,,,,5000,1,5001,29,,,4997,53.09375
-2,10200,PEARLS,9996,1,9995,29,,,10004,1,10005,29,,,10000,26
-2,10300,PEARLS,9995,23,,,,,10005,23,,,,,10000,22
-2,10300,BANANAS,4999,1,4994,23,,,5001,23,,,,,5000,52.15625
-2,10400,BANANAS,4994,23,,,,,4999,3,5001,23,,,4996.5,41
-2,10400,PEARLS,9996,1,9995,22,,,10002,3,10004,1,10005,22,9999,22
-2,10500,PEARLS,9995,20,,,,,10005,20,,,,,10000,22
-2,10500,BANANAS,4999,5,4994,20,,,5001,20,,,,,5000,20.65625
-2,10600,BANANAS,4995,1,4994,29,,,4999,8,5001,30,,,4997,19.671875
-2,10600,PEARLS,9996,1,9995,29,,,10002,8,10004,1,10005,29,9999,22
-2,10700,PEARLS,9995,29,,,,,10005,29,,,,,10000,22
-2,10700,BANANAS,4994,29,,,,,5001,29,,,,,4997.5,36.109375
-2,10800,BANANAS,4994,2,4993,22,,,5000,24,,,,,4997,64.484375
-2,10800,PEARLS,9996,2,9995,22,,,10004,2,10005,22,,,10000,22
-2,10900,PEARLS,9996,1,9995,21,,,10004,1,10005,21,,,10000,22
-2,10900,BANANAS,4994,22,,,,,5001,22,,,,,4997.5,31.71875
-2,11000,BANANAS,4994,27,,,,,5001,27,,,,,4997.5,33.828125
-2,11000,PEARLS,9995,27,,,,,10005,27,,,,,10000,22
-2,11100,PEARLS,9995,29,,,,,10005,29,,,,,10000,22
-2,11100,BANANAS,4994,29,,,,,5001,29,,,,,4997.5,46.75
-2,11200,BANANAS,4994,21,,,,,5001,21,,,,,4997.5,51.28125
-2,11200,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,32
-2,11300,PEARLS,9996,2,9995,21,,,10004,2,10005,21,,,10000,32
-2,11300,BANANAS,4994,22,,,,,5001,23,,,,,4997.5,51.734375
-2,11400,PEARLS,9995,30,,,,,10005,30,,,,,10000,32
-2,11400,BANANAS,4994,30,,,,,4995,1,5001,30,,,4994.5,34.828125
-2,11500,PEARLS,10002,2,9998,4,9995,24,10005,24,,,,,10003.5,32
-2,11500,BANANAS,4995,4,4994,24,,,5001,24,,,,,4998,31.484375
-2,11600,PEARLS,9995,30,,,,,10002,9,10005,30,,,9998.5,32
-2,11600,BANANAS,4994,30,,,,,4999,9,5001,30,,,4996.5,31.265625
-2,11700,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,32
-2,11700,BANANAS,4994,23,,,,,5001,23,,,,,4997.5,45.796875
-2,11800,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,32
-2,11800,BANANAS,4994,31,,,,,5001,31,,,,,4997.5,36.3125
-2,11900,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,32
-2,11900,BANANAS,4994,23,,,,,5000,1,5001,22,,,4997,57.359375
-2,12000,PEARLS,9996,2,9995,28,,,10004,2,10005,28,,,10000,32
-2,12000,BANANAS,4994,30,,,,,5001,30,,,,,4997.5,43.859375
-2,12100,BANANAS,4995,21,,,,,5002,21,,,,,4998.5,12.953125
-2,12100,PEARLS,9995,21,,,,,10005,21,,,,,10000,32
-2,12200,BANANAS,4994,23,,,,,5001,23,,,,,4997.5,43.96875
-2,12200,PEARLS,9995,23,,,,,10005,23,,,,,10000,32
-2,12300,BANANAS,4994,6,4993,28,,,5000,28,,,,,4997,94.09375
-2,12300,PEARLS,9998,6,9995,28,,,10005,28,,,,,10001.5,32
-2,12400,BANANAS,4993,25,,,,,5000,25,,,,,4996.5,81.609375
-2,12400,PEARLS,9995,25,,,,,10005,25,,,,,10000,32
-2,12500,BANANAS,4994,29,,,,,4999,10,5001,29,,,4996.5,29.890625
-2,12500,PEARLS,9996,1,9995,28,,,10002,10,10004,1,10005,28,9999,32
-2,12600,BANANAS,4994,27,,,,,5001,27,,,,,4997.5,50.265625
-2,12600,PEARLS,9996,1,9995,26,,,10004,1,10005,26,,,10000,32
-2,12700,BANANAS,4994,1,4993,22,,,5000,23,,,,,4997,75.71875
-2,12700,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,32
-2,12800,BANANAS,4994,20,,,,,4999,10,5001,20,,,4996.5,63.78125
-2,12800,PEARLS,9995,20,,,,,9998,1,10002,10,10005,20,9996.5,32
-2,12900,BANANAS,4993,20,,,,,4998,7,5000,20,,,4995.5,47.96875
-2,12900,PEARLS,9995,20,,,,,9998,1,10002,8,10005,20,9996.5,32
-2,13000,BANANAS,4993,31,,,,,5000,31,,,,,4996.5,61.15625
-2,13000,PEARLS,9996,1,9995,30,,,9998,1,10004,1,10005,30,9997,32
-2,13100,BANANAS,4994,10,4993,22,,,5000,22,,,,,4997,70.1875
-2,13100,PEARLS,10000,6,9998,10,9996,1,10004,1,10005,21,,,10002,30
-2,13200,BANANAS,4993,23,,,,,4998,2,5000,23,,,4995.5,56.5
-2,13200,PEARLS,9996,1,9995,22,,,10002,2,10004,1,10005,22,9999,30
-2,13300,BANANAS,4993,29,,,,,4998,6,5000,29,,,4995.5,67.03125
-2,13300,PEARLS,9996,2,9995,27,,,10002,6,10004,2,10005,27,9999,30
-2,13400,BANANAS,4994,4,4993,28,,,5000,28,,,,,4997,59.875
-2,13400,PEARLS,9998,4,9996,1,9995,27,10004,1,10005,27,,,10001,30
-2,13500,BANANAS,4994,4,4993,27,,,5000,27,,,,,4997,61.0625
-2,13500,PEARLS,9998,5,9995,27,,,10005,27,,,,,10001.5,30
-2,13600,PEARLS,10000,2,9995,24,,,10005,24,,,,,10002.5,28
-2,13600,BANANAS,4993,24,,,,,5000,24,,,,,4996.5,83.3125
-2,13700,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,28
-2,13700,BANANAS,4993,1,4992,20,,,4999,21,,,,,4996,91.78125
-2,13800,PEARLS,9995,22,,,,,10005,22,,,,,10000,28
-2,13800,BANANAS,4992,22,,,,,4999,22,,,,,4995.5,116.78125
-2,13900,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,28
-2,13900,BANANAS,4992,21,,,,,4999,21,,,,,4995.5,116.65625
-2,14000,PEARLS,9995,25,,,,,10005,25,,,,,10000,20
-2,14000,BANANAS,4995,2,4992,25,,,4999,25,,,,,4997,139.90625
-2,14100,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,55
-2,14100,BANANAS,4991,27,,,,,4998,27,,,,,4994.5,169.5625
-2,14200,PEARLS,9996,2,9995,23,,,10004,2,10005,23,,,10000,55
-2,14200,BANANAS,4992,25,,,,,4999,25,,,,,4995.5,130.1875
-2,14300,BANANAS,4992,24,,,,,4999,25,,,,,4995.5,128.40625
-2,14300,PEARLS,9996,2,9995,23,,,10004,2,10005,23,,,10000,55
-2,14400,PEARLS,9995,20,,,,,10002,10,10005,20,,,9998.5,55
-2,14400,BANANAS,4992,20,,,,,4997,10,4999,20,,,4994.5,129.90625
-2,14500,PEARLS,9996,1,9995,30,,,10002,3,10004,1,10005,30,9999,55
-2,14500,BANANAS,4992,31,,,,,4997,3,4999,31,,,4994.5,115.9375
-2,14600,BANANAS,4992,21,,,,,4999,21,,,,,4995.5,127.5625
-2,14600,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,55
-2,14700,BANANAS,4992,20,,,,,4999,20,,,,,4995.5,133.84375
-2,14700,PEARLS,9995,20,,,,,10005,20,,,,,10000,55
-2,14800,PEARLS,9996,2,9995,28,,,10002,7,10004,2,10005,28,9999,55
-2,14800,BANANAS,4992,30,,,,,4993,4,4997,7,4999,30,4992.5,122.25
-2,14900,PEARLS,9995,29,,,,,10005,29,,,,,10000,55
-2,14900,BANANAS,4992,29,,,,,4999,29,,,,,4995.5,114.53125
-2,15000,BANANAS,4992,22,,,,,4998,2,4999,21,,,4995,143.4375
-2,15000,PEARLS,9996,2,9995,21,,,10004,2,10005,21,,,10000,55
-2,15100,BANANAS,4992,29,,,,,4999,29,,,,,4995.5,120.25
-2,15100,PEARLS,9995,29,,,,,10005,29,,,,,10000,55
-2,15200,PEARLS,9998,4,9995,28,,,10005,28,,,,,10001.5,75
-2,15200,BANANAS,4993,4,4992,28,,,4999,28,,,,,4996,136.75
-2,15300,PEARLS,9998,8,9995,26,,,10005,26,,,,,10001.5,75
-2,15300,BANANAS,4992,8,4991,26,,,4998,26,,,,,4995,166.21875
-2,15400,BANANAS,4991,22,,,,,4996,8,4998,22,,,4993.5,191.375
-2,15400,PEARLS,9995,22,,,,,10002,3,10005,22,,,9998.5,85
-2,15500,BANANAS,4991,25,,,,,4996,9,4997,1,4998,24,4993.5,202.3125
-2,15500,PEARLS,9996,1,9995,24,,,10002,9,10004,1,10005,24,9999,85
-2,15600,PEARLS,9998,8,9995,25,,,10005,25,,,,,10001.5,85
-2,15600,BANANAS,4992,8,4991,25,,,4998,25,,,,,4995,157.03125
-2,15700,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,85
-2,15700,BANANAS,4991,31,,,,,4998,31,,,,,4994.5,189.84375
-2,15800,PEARLS,9996,1,9995,20,,,10002,2,10004,1,10005,20,9999,85
-2,15800,BANANAS,4996,8,4991,21,,,4998,21,,,,,4997,188.59375
-2,15900,PEARLS,10002,1,9996,1,9995,25,10004,1,10005,25,,,10003,85
-2,15900,BANANAS,4990,26,,,,,4997,26,,,,,4993.5,269.34375
-2,16000,PEARLS,9998,4,9996,1,9995,21,10004,1,10005,21,,,10001,85
-2,16000,BANANAS,4991,4,4990,22,,,4997,22,,,,,4994,269.4375
-2,16100,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,85
-2,16100,BANANAS,4996,1,4991,2,4990,25,4997,27,,,,,4996.5,240.875
-2,16200,PEARLS,10000,4,9996,1,9995,29,10002,10,10004,1,10005,29,10001,85
-2,16200,BANANAS,4991,1,4990,29,,,4995,10,4997,30,,,4993,248.46875
-2,16300,PEARLS,9995,30,,,,,10002,9,10005,30,,,9998.5,85
-2,16300,BANANAS,4990,30,,,,,4992,4,4993,5,4995,9,4991,268.5625
-2,16400,PEARLS,9996,2,9995,27,,,10000,6,10004,2,10005,27,9998,85
-2,16400,BANANAS,4990,29,,,,,4997,29,,,,,4993.5,261.25
-2,16500,BANANAS,4991,1,4990,26,,,4995,9,4997,27,,,4993,239.03125
-2,16500,PEARLS,9996,1,9995,26,,,10002,9,10004,1,10005,26,9999,85
-2,16600,BANANAS,4991,23,,,,,4994,3,4998,23,,,4992.5,229
